"sample_id","vdac1_expression"
"GSM388218",786.7
"GSM388219",1008.7
"GSM388220",838.6
"GSM388221",562.3
"GSM388222",551.3
"GSM388223",532.8
"GSM388224",529.4
"GSM388225",659.5
"GSM388226",583.7
"GSM388228",412.2
"GSM388229",430.7
"GSM388230",759.2
"GSM388231",1150
"GSM388232",619.6
"GSM388233",839.6
"GSM388234",703.4
"GSM388235",1236.9
"GSM388236",976.5
"GSM388237",671.1
"GSM388238",763.1
"GSM388239",369.7
"GSM388240",482.5
"GSM388241",498.2
"GSM388242",962.1
"GSM388243",516
"GSM388244",419.6
"GSM388245",676.3
"GSM388246",855.8
"GSM388247",743.7
"GSM388248",531.1
"GSM388249",746
"GSM388250",905.2
"GSM388251",873.3
"GSM388252",1396.7
"GSM388253",470.4
"GSM388254",697.8
"GSM388255",557.8
"GSM388256",221
"GSM388257",200.6
"GSM388258",1522.7
"GSM388259",1052.9
"GSM388260",503
"GSM388261",658.4
"GSM388262",1026
"GSM388263",991.9
"GSM388264",1030.6
"GSM388265",1020.1
"GSM388266",886.9
"GSM388267",941.6
"GSM388268",640.3
"GSM388269",363.5
"GSM388270",536.5
"GSM388271",1019.5
"GSM388272",711
"GSM388273",612.2
"GSM388274",1049
"GSM388275",395
"GSM388276",343.6
"GSM388277",634.3
"GSM388278",323.9
"GSM388279",556.3
"GSM388281",1289.5
"GSM388282",1273.8
"GSM388284",550.2
"GSM388285",1240.7
"GSM388286",869.7
"GSM388287",850.1
"GSM388288",584.9
"GSM388289",465.6
"GSM388290",665.8
"GSM388291",659.9
"GSM388292",567.3
"GSM388294",541.8
"GSM388295",769.7
"GSM388296",2035.4
"GSM388297",1473.5
"GSM388298",1672.5
"GSM388299",1060.5
"GSM388300",596.1
"GSM388301",616.1
"GSM388302",465.4
"GSM388303",522.7
"GSM388304",354
"GSM388305",1068.1
"GSM388306",1040.1
"GSM388307",521.1
"GSM388308",625
"GSM388309",781.3
"GSM388310",917.9
"GSM388311",966.3
"GSM388312",864
"GSM388313",670.1
"GSM388314",529.7
"GSM388315",389.5
"GSM388316",849.5
"GSM388317",1117.3
"GSM388318",1266.2
"GSM388319",455.1
"GSM388320",1308.1
"GSM388321",1433.8
"GSM388322",230.1
"GSM388323",963
"GSM388324",667.2
"GSM388325",751
"GSM388326",529.2
"GSM388327",1638
"GSM388328",1575.2
"GSM388329",1170.1
"GSM388330",826.3
"GSM388331",598.2
"GSM388332",530.2
"GSM388333",641.1
"GSM388334",1161.6
"GSM388335",787.8
"GSM388336",516.2
"GSM388337",708.2
"GSM388338",710.6
"GSM388339",743.1
"GSM388340",802.7
"GSM388341",1003.4
"GSM388342",779.4
"GSM388343",794.3
"GSM388345",868.6
"GSM388346",793.2
"GSM388347",824.9
"GSM388348",384.4
"GSM388349",1055.4
"GSM388350",598.4
"GSM388351",540.1
"GSM388352",717
"GSM388353",830.3
"GSM388354",1145.8
"GSM388355",800.7
"GSM388356",603.5
"GSM388357",561
"GSM388358",375.7
"GSM388359",694.3
"GSM388360",1235.1
"GSM388361",734.4
"GSM388362",896.7
"GSM388363",556.9
"GSM388364",1057.7
"GSM388365",614.4
"GSM388366",1010.2
"GSM388367",524.2
"GSM388368",432.3
"GSM388369",934.9
"GSM388370",655.7
"GSM388371",574.4
"GSM388372",490.7
"GSM388373",603.1
"GSM388374",795.8
"GSM388375",350.6
"GSM388376",547.2
"GSM388377",1098.2
"GSM388378",495.6
"GSM388379",443.4
"GSM388380",663.8
"GSM388381",1110
"GSM388382",851.6
"GSM388383",1113.2
"GSM388384",1191.6
"GSM388385",356.4
"GSM388386",803
"GSM388387",584.9
"GSM388388",1364.3
"GSM388389",488.8
"GSM388390",1008.4
"GSM388391",480.2
"GSM388392",485.3
"GSM388393",649.9
"GSM388394",729
"GSM388395",751.9
"GSM388396",901.3
"GSM388397",731.6
