"sample_id","vdac1_expression"
"GSM300166",0.60218889
"GSM300167",0.557694353333333
"GSM300168",0.845076983333333
"GSM300169",0.558935656666667
"GSM300170",0.605209156666667
"GSM300171",0.866032646666667
"GSM300172",0.468282836666667
"GSM300173",1.03591613333333
"GSM300174",0.987057756666667
"GSM300175",1.16437453333333
"GSM300176",1.13108566666667
"GSM300177",0.95013469
"GSM300178",0.623362653333333
"GSM300179",1.01992409333333
"GSM300180",0.697532326666667
"GSM300181",0.661944406666667
"GSM300182",0.61834551
"GSM300183",0.788955653333333
"GSM300185",0.60726076
"GSM300186",0.427498273333333
"GSM300187",0.40062725
"GSM300188",0.491535246666667
"GSM300189",0.511760956666667
"GSM300190",0.494507993333333
"GSM300191",0.51764233
"GSM300192",0.9108042
"GSM300193",0.5990524
"GSM300194",0.876700716666667
"GSM300195",0.702157243333333
"GSM300196",1.25749372
"GSM300197",1.35105553333333
"GSM300198",1.15082838333333
"GSM300199",0.733632523333333
"GSM300200",0.638164056666667
"GSM300201",0.579167733333333
"GSM300202",0.359237573333333
"GSM300203",0.606379053333333
"GSM300204",1.00039051666667
"GSM300205",1.14783108333333
"GSM300206",0.9358165
"GSM300207",1.13036393333333
"GSM300208",0.581197553333333
"GSM300209",0.666115633333333
"GSM300210",0.959567933333333
"GSM300211",1.27118156666667
"GSM300212",0.461804746666667
"GSM300213",0.40705828
"GSM300214",0.57584453
"GSM300215",0.592685693333333
"GSM300216",0.733312423333333
"GSM300217",0.751265106666667
"GSM300218",1.09870336666667
"GSM300219",0.697062193333333
"GSM300220",0.98715732
"GSM300221",1.18512555
"GSM300222",1.1792579
"GSM300223",0.62367193
"GSM300224",0.954883616666667
"GSM300225",1.02435325666667
"GSM300226",0.444663313333333
"GSM300227",0.493029836666667
"GSM300228",0.430041823333333
"GSM300229",0.510614266666667
"GSM300230",0.9655977
"GSM300231",0.760206993333333
"GSM300232",0.64992341
"GSM300233",0.970155066666667
"GSM300234",0.887643466666667
"GSM300235",0.75597655
"GSM300236",0.782531216666667
"GSM300237",1.06434448333333
"GSM300238",0.813517283333333
"GSM300239",0.837494266666667
"GSM300240",0.6705691
"GSM300241",1.13327845
"GSM300242",1.50254318
"GSM300243",0.525269323333333
