"gene_id"
"7416"
"4190"
"55847"
"10294"
"9240"
"64112"
"729515"
"28512"
"10962"
"5901"
"23479"
"5682"
"25874"
"59353"
"4747"
"534"
"51606"
"6252"
"7529"
"8543"
"2805"
"22920"
"266812"
"3251"
"25977"
"10409"
"83877"
"54968"
"1114"
"3361"
"7447"
"100528062"
"158931"
"55827"
"340542"
"23710"
"7280"
"55531"
"5110"
"7533"
"27069"
"6616"
"253152"
"6447"
"5999"
"2274"
"84280"
"114928"
"54749"
"2257"
"23351"
"26064"
"55536"
"92689"
"389337"
"22794"
"1889"
"55568"
"5725"
"284119"
"374955"
"58190"
"9448"
"57513"
"3551"
"8736"
"339483"
"23258"
"6599"
"4303"
"54925"
"91369"
"8879"
"83606"
"55755"
"11078"
"10491"
"3065"
"23500"
"22905"
"55701"
"55841"
"5256"
"11100"
"91010"
"388115"
"114785"
"1108"
"92999"
"23371"
"26099"
"388969"
"26505"
"649"
"5364"
"57506"
"27147"
"25"
"64427"
"219654"
