"estimate","se","zval","pval","ci_lb","ci_ub","tau2","I2"
-0.396686652337181,0.0669746410254102,-5.92293808915941,3.16239925137024e-09,-0.527954536624483,-0.265418768049878,0.0262879609138938,78.4043911679916
