"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006644","phospholipid metabolic process","67/2006","374/18986",0.179144385026738,1.69553105389713,4.66936395351919,1.06313053102815e-05,0.0029474028341171,0.00275081694294102,"CDS1/CHKA/CHP1/OSBPL10/CLN3/TMEM150A/PROCA1/LIPI/DGKB/DGKH/PLPPR5/PLPP4/SLC44A5/ACSL3/PLCH1/EFR3A/PLCB1/LCLAT1/BLOC1S6/GPLD1/PLA2G4D/GDPD1/THEM5/HYCC2/FLVCR1/HEXB/HMGCS1/HTR2A/HTR2C/IMPA1/INPP4A/INPP5B/ITPKB/LCAT/PAFAH1B1/ISYNA1/PIK3C2G/PIK3CB/PIK3R1/PI4KA/PLCB3/PLCB4/BPNT2/PIGX/TTC7A/SERINC1/PLAAT4/SERINC4/ABHD4/MPPE1/MTMR9/NR1H2/GDPD3/DDHD1/PIP5K1B/GPAT3/SELENOI/CDS2/MTMR1/DPM1/INPP4B/SYNJ1/MTMR6/MTMR7/DGKI/PLAA/PLPPR4",67
"GO:0106027","neuron projection organization","25/2006","95/18986",0.263157894736842,2.49068583722517,5.00636346064826,1.2113309667508e-05,0.00320562222201052,0.00299181361261608,"ARMCX5-GPRASP2/ABI2/ZDHHC15/CTTN/EPHA4/ABCD1/ZNF365/DNM3/KIFBP/STAU2/GRIN2B/GSK3B/PAFAH1B1/PLS1/VPS35/PRNP/CAPRIN2/UBE3A/GPRASP3/PPFIA2/CDK5R1/WASL/ZNF804A/HOMER1/CDC42",25
"GO:0048193","Golgi vesicle transport","57/2006","308/18986",0.185064935064935,1.75156672838627,4.57066762188739,1.79993532393152e-05,0.00436126903560696,0.00407038108839486,"SCAMP2/ATP9A/PREB/TFG/SEC23A/ARFGEF2/VAMP5/LMAN2/TMED1/RER1/RNF139/TEX261/AP3S1/CLN3/TRAPPC6B/STXBP5/CSK/CNST/ACSL3/BLTP3B/VPS13A/SCFD1/COG4/STEAP2/SEC22A/VPS41/CIDEB/SNX8/ARF4/RAB8A/MYO5A/GOLT1B/IER3IP1/COPZ2/BET1L/ERGIC2/RAB14/EXOC6/ARL8B/PPP6C/PRKCI/BCAP29/RAB1A/RAB6A/RAB13/KLHL12/RINT1/MPPE1/TRAPPC13/RUFY1/CUL3/RAB11A/NAPG/SYS1/SCAMP1/PREPL/DOP1B",57
"GO:0006650","glycerophospholipid metabolic process","55/2006","294/18986",0.187074829931973,1.77058959176891,4.57689384782677,1.82510195192689e-05,0.00436126903560696,0.00407038108839486,"CDS1/CHKA/OSBPL10/CLN3/TMEM150A/LIPI/DGKB/DGKH/SLC44A5/ACSL3/PLCH1/EFR3A/PLCB1/LCLAT1/GPLD1/PLA2G4D/GDPD1/THEM5/HYCC2/HTR2A/HTR2C/IMPA1/INPP4A/INPP5B/ITPKB/LCAT/PAFAH1B1/PIK3C2G/PIK3CB/PIK3R1/PI4KA/PLCB3/PLCB4/BPNT2/PIGX/TTC7A/SERINC1/PLAAT4/ABHD4/MPPE1/MTMR9/NR1H2/GDPD3/DDHD1/PIP5K1B/GPAT3/SELENOI/CDS2/MTMR1/DPM1/INPP4B/SYNJ1/MTMR6/MTMR7/DGKI",55
"GO:0032970","regulation of actin filament-based process","69/2006","395/18986",0.174683544303797,1.6533109532163,4.50992203399708,1.87275379406001e-05,0.00436126903560696,0.00407038108839486,"WASHC1/ABI2/SORBS3/TENM1/RAPGEF3/ARFGEF1/CDC42EP3/NCKAP1/DSTN/TRIOBP/FAM107A/ARAP1/TTC8/CNN2/ARHGEF19/MTPN/SYNPO2/DVL2/ELN/CTTN/EPHA3/EPHA5/FGF13/PPM1E/ARHGEF18/STAU2/ARHGEF16/GMFB/ANK2/RGCC/FHOD1/TMOD2/FMN1/JUP/PEAK3/RHOA/MET/NPHS1/ATP2A2/PRKN/NAA20/PDE4D/CYRIB/PFN2/PIK3R1/ABITRAM/ARHGAP17/PRKCE/CORO1B/PXN/RASA1/RYR2/SLC4A2/BRAF/BST2/VASP/ARHGAP28/ARHGEF5/RND2/CYRIA/CAMK2D/CDK5R1/WASF1/HIP1R/SLIT2/ROCK2/BAG4/CD47/CDC42",69
"GO:0006874","intracellular calcium ion homeostasis","56/2006","304/18986",0.184210526315789,1.74348008605762,4.49155136494649,2.43450418298939e-05,0.00545141667437085,0.00508781805368065,"TCIRG1/IMMT/CLN3/CNR1/DMPK/DRD1/METTL21C/MICU2/PLCH1/PLCB1/PACS2/IBTK/NPTN/GHITM/SLC24A5/MICU3/ANK2/GRM1/GRM5/HEXB/HTR2A/HTR2C/ITPR1/ATP1B1/ATP2A2/ATP2B1/ATP2B4/PDE4D/PIK3CB/PKHD1/PLCB3/PLCB4/PRKCE/JPH1/SELENON/PTH1R/STIM2/BAK1/RAP1GDS1/RYR2/THADA/MCUR1/CDH23/SLC8A1/TRPC5/XK/CACNB4/TMEM38A/MAIP1/SLC8B1/CAMK2D/UBASH3B/TRPA1/ATG5/SLC25A27/CD40",56
"GO:0007032","endosome organization","25/2006","99/18986",0.252525252525253,2.39005206602415,4.76616526018076,2.60938541106809e-05,0.00560665281163752,0.00523270025017138,"ATP6AP2/ARFGEF2/VPS37A/PHETA1/PHETA2/AQP11/SNX10/PRKN/VPS36/HOOK1/CHMP5/VTA1/ATP6V1A/LAPTM4B/CHMP1B/RAB22A/ALS2/AKTIP/PLEKHF1/STAM/VAMP4/RAB11A/SYNJ1/MVB12A/IST1",25
"GO:1903078","positive regulation of protein localization to plasma membrane","19/2006","65/18986",0.292307692307692,2.76657719150242,4.90364674620469,2.69643213201392e-05,0.00560665281163752,0.00523270025017138,"RAMP3/PGRMC1/RER1/CLN3/CNST/EPHA3/AKT1/ACSL3/CNPY4/STAC3/ARHGEF16/ATP2B4/PIK3R1/PLS1/PRKCE/PRKCI/PRNP/DPP10/NRXN1",19
"GO:0098887","neurotransmitter receptor transport, endosome to postsynaptic membrane","7/2006","11/18986",0.636363636363636,6.02293120638086,5.72749346798241,3.26722672910985e-05,0.00621027769574547,0.00579606455828855,"GRIP1/SCRIB/RAB8A/VPS35/LRRC7/VAMP4/RAB11A",7
"GO:0099639","neurotransmitter receptor transport, endosome to plasma membrane","7/2006","11/18986",0.636363636363636,6.02293120638086,5.72749346798241,3.26722672910985e-05,0.00621027769574547,0.00579606455828855,"GRIP1/SCRIB/RAB8A/VPS35/LRRC7/VAMP4/RAB11A",7
"GO:1904377","positive regulation of protein localization to cell periphery","21/2006","77/18986",0.272727272727273,2.58125623130608,4.77876037325261,3.30674353431999e-05,0.00621027769574547,0.00579606455828855,"RAMP3/PGRMC1/RER1/CLN3/CNST/EPHA3/AKT1/ACSL3/CNPY4/STAC3/ARHGEF16/ATP2B4/PIK3R1/PLS1/VPS35/PRKCE/PRKCI/PRNP/DPP10/EFCAB7/NRXN1",21
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","52/2006","280/18986",0.185714285714286,1.75771257655605,4.390307792859,3.73479210810778e-05,0.00679498739168858,0.00634177528356985,"CDH2/CDH7/CDH8/CDH9/CDH10/CDH12/CDH13/SLITRK1/FAT3/CNTN4/CXADR/NTNG1/SLITRK3/KIFAP3/FLRT3/CLDN15/PTPN23/NPTN/CNTN6/PCDH11X/CRB2/AMIGO3/PCDH7/PIK3CB/FXYD5/TENM3/MAPK7/PCDHAC2/PCDHAC1/PCDHA13/PCDHA12/PCDHA11/PCDHA10/PCDHA8/PCDHA7/PCDHA6/PCDHA5/PCDHA4/PCDHA3/PCDHA2/PCDHA1/AMIGO1/LRRC4C/NECTIN2/ROBO2/CDH23/CLSTN2/ROBO3/PCDH20/CLDN5/NRXN1/PCDHA9",52
"GO:0051648","vesicle localization","44/2006","225/18986",0.195555555555556,1.8508563199291,4.4128728943895,4.07453623483222e-05,0.007188469684604,0.00670901309225006,"CDH2/ATP9A/PREB/RASGRP1/TCIRG1/TFG/STARD3/COPS5/KIF3A/AP3S1/CLN3/TRAPPC6B/BBS5/DYNC1I1/KIFAP3/SYT11/SCRIB/DNM3/BLOC1S6/PCLO/IRAG2/MYO5A/PAFAH1B1/PRKN/EXOC6/BBS7/PPP6C/SYBU/MREG/RAB1A/KLHL12/MLPH/TRAPPC13/STAM/ACTN4/SYN3/ARL6/CUL3/PPFIA2/RAB11A/SYNJ1/WASL/CADPS2/NRXN1",44
"GO:0008038","neuron recognition","15/2006","46/18986",0.326086956521739,3.08628462438771,4.86927618073772,4.59419455393726e-05,0.00786688255677138,0.00734217717876908,"CNR1/CNTN4/EPHA3/EPHA4/FOXG1/PLXND1/CNTNAP2/CNTN6/NRCAM/RTN4/AMIGO1/ROBO2/ROBO3/YWHAZ/CDK5R1",15
"GO:0051962","positive regulation of nervous system development","54/2006","297/18986",0.181818181818182,1.72083748753739,4.30352647485564,4.87445382253679e-05,0.00810830575851691,0.00756749793441651,"ARMCX5-GPRASP2/PLXNC1/OLIG2/SLITRK1/HAPLN1/EPHA4/SLITRK3/ZNF365/FOXG1/RUFY3/TRIM32/PLXND1/FLRT3/ASPM/SS18L1/TIAM2/GFAP/NPTN/STAU2/GRM5/HDAC1/ID2/LRRTM3/KIT/KRAS/AMIGO3/VSTM5/MAP1B/OPRM1/PAFAH1B1/PLXNB1/LRRN3/PLXNA3/PRKCI/MAP2K1/AMIGO1/ADGRB3/RELA/ROBO2/BDNF/CLSTN2/BMPR2/CAPRIN2/BRAF/CDKL5/TSPO/TP73/TRPC5/FZD3/GPRASP3/RND2/SLIT2/NRXN1/IST1",54
"GO:0055074","calcium ion homeostasis","58/2006","329/18986",0.17629179331307,1.66853239673078,4.20437478798157,6.45716522583496e-05,0.0104426710957809,0.00974616575899418,"TCIRG1/IMMT/CLN3/CNR1/DMPK/DRD1/METTL21C/MICU2/PLCH1/PLCB1/PACS2/IBTK/NPTN/GHITM/SLC24A5/MICU3/ANK2/GRM1/GRM5/SNX10/HEXB/HTR2A/HTR2C/ITPR1/ATP1B1/ATP2A2/ATP2B1/ATP2B4/PDE4D/PIK3CB/PKHD1/PLCB3/PLCB4/PRKCE/JPH1/SELENON/PTH1R/STIM2/BAK1/RAP1GDS1/RYR2/THADA/MCUR1/CDH23/WNK4/SLC8A1/TRPC5/XK/CACNB4/TMEM38A/MAIP1/SLC8B1/CAMK2D/UBASH3B/TRPA1/ATG5/SLC25A27/CD40",58
"GO:0032956","regulation of actin cytoskeleton organization","61/2006","352/18986",0.173295454545455,1.64017323030907,4.16694451726076,7.05647214823142e-05,0.0110223092465756,0.0102871432010746,"WASHC1/ABI2/SORBS3/TENM1/RAPGEF3/ARFGEF1/CDC42EP3/NCKAP1/DSTN/TRIOBP/FAM107A/ARAP1/TTC8/ARHGEF19/MTPN/SYNPO2/DVL2/ELN/CTTN/EPHA3/EPHA5/PPM1E/ARHGEF18/STAU2/ARHGEF16/GMFB/RGCC/FHOD1/TMOD2/FMN1/PEAK3/RHOA/MET/NPHS1/PRKN/NAA20/CYRIB/PFN2/PIK3R1/ABITRAM/ARHGAP17/PRKCE/CORO1B/PXN/RASA1/SLC4A2/BRAF/BST2/VASP/ARHGAP28/ARHGEF5/RND2/CYRIA/CDK5R1/WASF1/HIP1R/SLIT2/ROCK2/BAG4/CD47/CDC42",61
"GO:0016197","endosomal transport","53/2006","294/18986",0.180272108843537,1.70620451570459,4.19448061297602,7.19422451683053e-05,0.0110223092465756,0.0102871432010746,"WASHC1/ATP9A/EHD1/CLTC/VPS37A/PHETA1/PHETA2/VPS13B/DENND1B/RAB12/LMTK2/BLTP3B/GRIP1/LEPROTL1/SCRIB/PTPN23/DENND2A/SNX8/EHD2/ARL1/RAB8A/PRKN/GOLT1B/VPS36/DYNC1LI1/RAB9B/BET1L/HOOK1/CHMP5/VTA1/RAB14/VPS29/ARL8B/LAPTM4B/VPS50/VPS35/MAPK1/MAP2K1/CHMP1B/LRRC7/ALS2/RAB6A/RAB13/AKTIP/RUFY1/STAM/VAMP4/RAB11A/REPS2/DCLK1/MVB12A/ZFYVE9/PREPL",53
"GO:0032535","regulation of cellular component size","62/2006","361/18986",0.171745152354571,1.62550023061011,4.12415383489459,8.07274152159697e-05,0.0119782339050876,0.011179309591217,"AKT3/TENM1/SEMA3A/ARFGEF1/CDC42EP3/SLC12A7/NCKAP1/DSTN/TRIOBP/BORCS7/CLN3/COL6A1/MTPN/DCC/ELN/CTTN/EPHA7/FGF13/RUFY3/DNAJC16/PUM2/AQP11/GSK3B/TMOD2/FMN1/RHOA/MAP1B/NPHS1/NRCAM/PAFAH1B1/PRR16/CYRIB/PFN2/PLS1/ABITRAM/PLXNA3/PRKCE/SLC12A9/RTN4/RAB22A/ALS2/RAB3B/RARG/RASA1/RNF6/BDNF/SLC12A1/BMPR2/CDKL5/TRPC5/VASP/XK/KXD1/ARHGAP28/RIN3/RND2/CYRIA/RAB11A/HIP1R/SLIT2/BAG4/IST1",62
"GO:0006851","mitochondrial calcium ion transmembrane transport","10/2006","24/18986",0.416666666666667,3.94358590893985,4.95954901961903,8.22963511170565e-05,0.0119782339050876,0.011179309591217,"MICU2/GHITM/MICU3/ITPR1/SELENON/MCUR1/VDAC1/MAIP1/SLC8B1/PMPCB",10
"GO:0001508","action potential","36/2006","177/18986",0.203389830508475,1.92500464707572,4.24961529704121,8.57023599676341e-05,0.012169735115404,0.0113580380527067,"CLN3/CNR1/CXADR/TMEM161B/DRD1/FGF12/FGF13/GPD1L/GBA1/GNAQ/GPR35/ANK2/JUP/KCNA3/KCNA4/KCNB1/KCND2/KCNJ3/KCNK2/KCNQ3/ATP1B1/ATP2A2/NRCAM/GPR88/GJD2/RYR2/SCN1A/SCN2A/SCN3A/SCN7A/SCN9A/SLC8A1/CACNA1D/CACNA2D1/CACNB4/CAMK2D",36
"GO:2000402","negative regulation of lymphocyte migration","8/2006","16/18986",0.5,4.73230309072782,5.13340054591277,9.02760597605849e-05,0.0125139814268125,0.0116793238216576,"KLRC4-KLRK1/CD200R1/AKT1/KLRK1/CD200/ADTRP/WASL/RIPOR2",8
"GO:0051650","establishment of vesicle localization","40/2006","205/18986",0.195121951219512,1.84675242564988,4.18963265335561,9.38295275330943e-05,0.0127040816115738,0.0118567447032028,"ATP9A/PREB/RASGRP1/TCIRG1/TFG/STARD3/COPS5/KIF3A/AP3S1/CLN3/TRAPPC6B/BBS5/DYNC1I1/KIFAP3/SYT11/SCRIB/DNM3/BLOC1S6/IRAG2/MYO5A/PAFAH1B1/PRKN/EXOC6/BBS7/PPP6C/SYBU/MREG/RAB1A/KLHL12/MLPH/TRAPPC13/STAM/ACTN4/ARL6/CUL3/PPFIA2/RAB11A/SYNJ1/WASL/CADPS2",40
"GO:0032006","regulation of TOR signaling","32/2006","152/18986",0.210526315789474,1.99254866978013,4.22283628606276,0.000105309919546547,0.0139344170818181,0.0130050192511789,"AKT3/RRAGB/CTNS/GPR155/SLC38A9/SAMTOR/UBR1/AKT1/MINAR1/SZT2/GBA1/GNA12/GPR137C/GSK3B/NLK/PKHD1/DDIT4/UBE2W/PRKAA2/PRKACB/STAMBPL1/ROS1/UBE2N/UBE3A/YWHAG/YWHAZ/WDR59/FAM83D/SEH1L/CUL3/GPAT3/LAMTOR3",32
"GO:0050770","regulation of axonogenesis","31/2006","146/18986",0.212328767123288,2.00960816181592,4.20911463216682,0.000113624746390946,0.0147005171886242,0.0137200220086565,"PLXNC1/SEMA3A/SLITRK1/DCC/EPHA4/EPHA7/FGF13/RUFY3/PLXND1/TIAM2/GSK3B/MAP1B/MCF2/PAFAH1B1/PLXNB1/PLXNA3/MAP2K1/RTN4/AMIGO1/LRRC4C/RNF6/ROBO2/BDNF/BMPR2/BRAF/CDKL5/TRPC5/XK/RND2/SLIT2/IST1",31
"GO:0008654","phospholipid biosynthetic process","45/2006","243/18986",0.185185185185185,1.75270484841771,4.05891745986007,0.000129175245248084,0.0160197528262764,0.0149512672601636,"CDS1/CHKA/CHP1/CLN3/TMEM150A/LIPI/DGKB/DGKH/SLC44A5/ACSL3/EFR3A/LCLAT1/HYCC2/FLVCR1/HEXB/HMGCS1/HTR2A/HTR2C/IMPA1/INPP4A/ITPKB/LCAT/ISYNA1/PIK3C2G/PIK3CB/PIK3R1/PI4KA/BPNT2/PIGX/TTC7A/SERINC1/SERINC4/ABHD4/MPPE1/PIP5K1B/GPAT3/SELENOI/CDS2/MTMR1/DPM1/INPP4B/SYNJ1/MTMR6/MTMR7/DGKI",45
"GO:0050772","positive regulation of axonogenesis","20/2006","78/18986",0.256410256410256,2.42682209780914,4.34006519593026,0.000129324696467707,0.0160197528262764,0.0149512672601636,"PLXNC1/SLITRK1/RUFY3/PLXND1/TIAM2/MAP1B/PAFAH1B1/PLXNB1/PLXNA3/MAP2K1/AMIGO1/ROBO2/BDNF/BMPR2/BRAF/CDKL5/TRPC5/RND2/SLIT2/IST1",20
"GO:1905144","response to acetylcholine","15/2006","50/18986",0.3,2.83938185443669,4.47625376877877,0.000134421361872526,0.0163041910171218,0.0152167339909206,"CHRM2/CHRM4/CHRNB3/PLCB1/BLOC1S6/GNAI2/GNAQ/ITPR1/ATP2B4/OPRM1/TSPO/RGS8/CDK5R1/CHRNA6/ROCK2",15
"GO:0007213","G protein-coupled acetylcholine receptor signaling pathway","9/2006","21/18986",0.428571428571429,4.05625979205241,4.81643178644217,0.000144874607235715,0.0166879669625382,0.0155749128461231,"CHRM2/CHRM4/PLCB1/GNAI2/GNAQ/ITPR1/OPRM1/RGS8/CDK5R1",9
"GO:0032402","melanosome transport","9/2006","21/18986",0.428571428571429,4.05625979205241,4.81643178644217,0.000144874607235715,0.0166879669625382,0.0155749128461231,"BBS5/BLOC1S6/MYO5A/BBS7/MREG/RAB1A/MLPH/ARL6/RAB11A",9
"GO:0016049","cell growth","78/2006","490/18986",0.159183673469388,1.50661077990518,3.90512986087788,0.00014618452681028,0.0166879669625382,0.0155749128461231,"NME6/PAK4/SEMA3A/SLC9A6/POSTN/NRG3/CEP43/FAM107A/SLITRK1/DCBLD2/MTPN/CRYAB/PRICKLE1/CSNK2A1/DCC/CTTN/EPHA7/AKT1/ACSL4/ARMC12/BRAT1/FGF13/FHL1/RUFY3/TRIM32/RIMS1/MINAR1/PUM2/FLRT3/TMEM196/GSK3B/SERTAD3/PRMT2/IGF1/LAMB2/MAP1B/NUBP1/CCN3/NRCAM/PAFAH1B1/PRKN/PPT1/PLXNA3/RTN4/PAK5/PSMD10/RARG/RBBP7/RNF6/ROS1/BDNF/MAP2K4/MEAF6/SIPA1/RAPH1/BMPR2/SMARCA2/CAPRIN2/CDKL5/BST2/TRPC5/CDK11A/RND2/TSC22D4/CAMK2D/DCUN1D5/SORBS2/WASF1/CTDP1/EBAG9/DCLK1/SLIT2/PLAA/BCAR1/IST1/CDK11B/TOMM70/CDC42",78
"GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","16/2006","56/18986",0.285714285714286,2.70417319470161,4.38969512581234,0.000153941994356234,0.0172355825219615,0.0160860035398154,"CHRM2/CHRM4/CNR1/DRD1/HRH2/HTR1A/HTR2A/HTR2C/HTR4/HTR7/NPY1R/OPRD1/OPRM1/PTH1R/SSTR1/SSTR4",16
"GO:0097061","dendritic spine organization","21/2006","85/18986",0.247058823529412,2.33831446835963,4.25037420296324,0.0001570168798964,0.0172481561274876,0.0160977385109279,"ARMCX5-GPRASP2/ABI2/ZDHHC15/CTTN/EPHA4/ZNF365/DNM3/STAU2/GRIN2B/PAFAH1B1/VPS35/PRNP/CAPRIN2/UBE3A/GPRASP3/PPFIA2/CDK5R1/WASL/ZNF804A/HOMER1/CDC42",21
"GO:0046486","glycerolipid metabolic process","64/2006","385/18986",0.166233766233766,1.57333713146275,3.90637749908742,0.000164579852611323,0.0176776426394724,0.016498579129067,"CDK8/CDS1/CHKA/OSBPL10/CLN3/TMEM150A/TMEM68/LIPI/DGKB/DGKH/SLC44A5/ACSL3/PLCH1/EFR3A/PLCB1/DDHD2/CTDNEP1/LCLAT1/CIDEB/GPLD1/PLA2G4D/GDPD1/THEM5/HYCC2/HTR2A/HTR2C/IMPA1/INPP4A/INPP5B/ITPKB/LCAT/PAFAH1B1/INSIG2/PIK3C2G/PIK3CB/PIK3R1/PI4KA/PLCB3/PLCB4/BPNT2/PIGX/AGK/TTC7A/SERINC1/PLAAT4/ABHD4/LPIN3/MPPE1/MTMR9/NR1H2/GDPD3/TBL1XR1/DDHD1/PIP5K1B/GPAT3/SELENOI/CDS2/MTMR1/DPM1/INPP4B/SYNJ1/MTMR6/MTMR7/DGKI",64
"GO:0051932","synaptic transmission, GABAergic","17/2006","62/18986",0.274193548387097,2.59513395297977,4.32402759067212,0.000168804922292587,0.0176776426394724,0.016498579129067,"CLN3/CNR1/SLITRK3/PLCL2/GABRA1/GABRA4/GABRA6/GABRB2/GABRG3/NALCN/KCNK2/KRAS/NPY5R/PRKCE/SLC38A1/SYN3/NRXN1",17
"GO:0070588","calcium ion transmembrane transport","59/2006","348/18986",0.169540229885057,1.60463150777552,3.91275509133431,0.000170035724460745,0.0176776426394724,0.016498579129067,"DRD1/METTL21C/MICU2/PLCH1/PLCB1/PANX1/STAC3/NALCN/IBTK/GHITM/TSPAN13/GPM6A/SLC24A5/GPR35/MICU3/ANK2/GRIN2A/GRIN2B/SEC61A1/UBQLN1/HTR2A/HTR2C/ITPR1/ATP1B1/ATP2A2/ATP2B1/ATP2B4/OPRM1/PDE4D/PLCB3/PLCB4/TPCN1/PPP3CA/PRKCE/PRNP/JPH1/CHRNA10/SELENON/STIM2/BAK1/RYR2/MCUR1/SLC8A1/TRPC5/NALF1/VDAC1/TRPV1/CACNA1D/CACNA2D1/CACNB4/TMEM38A/MAIP1/SLC8B1/CAMK2D/ORAI1/UBASH3B/TRPA1/ATG5/PMPCB",59
"GO:0046474","glycerophospholipid biosynthetic process","38/2006","197/18986",0.192893401015228,1.82566007561073,4.00391166104161,0.000177413447482484,0.0181210717761934,0.0169124324266774,"CDS1/CHKA/CLN3/TMEM150A/LIPI/DGKB/DGKH/SLC44A5/ACSL3/EFR3A/LCLAT1/HYCC2/HTR2A/HTR2C/IMPA1/INPP4A/ITPKB/LCAT/PIK3C2G/PIK3CB/PIK3R1/PI4KA/BPNT2/PIGX/TTC7A/ABHD4/MPPE1/PIP5K1B/GPAT3/SELENOI/CDS2/MTMR1/DPM1/INPP4B/SYNJ1/MTMR6/MTMR7/DGKI",38
"GO:0050769","positive regulation of neurogenesis","45/2006","247/18986",0.182186234817814,1.72432096423281,3.93829503971083,0.000190214570846847,0.0190936074391438,0.0178201019003888,"ARMCX5-GPRASP2/PLXNC1/OLIG2/SLITRK1/HAPLN1/EPHA4/ZNF365/FOXG1/RUFY3/TRIM32/PLXND1/ASPM/SS18L1/TIAM2/GFAP/NPTN/STAU2/GRM5/HDAC1/ID2/KIT/KRAS/MAP1B/OPRM1/PAFAH1B1/PLXNB1/PLXNA3/PRKCI/MAP2K1/AMIGO1/RELA/ROBO2/BDNF/BMPR2/CAPRIN2/BRAF/CDKL5/TSPO/TP73/TRPC5/FZD3/GPRASP3/RND2/SLIT2/IST1",45
"GO:0014850","response to muscle activity","11/2006","31/18986",0.354838709677419,3.35840864503264,4.51689435265669,0.000202497140044136,0.0199820059209654,0.018649245975162,"POSTN/PPARGC1A/COL6A1/TNS2/METRNL/NFATC1/PRKAA2/SELENON/RYR2/ABCG5/SRD5A1",11
"GO:0051656","establishment of organelle localization","77/2006","488/18986",0.157786885245902,1.49339072945099,3.79525036442858,0.000213041303426799,0.0203820669447144,0.0190226237264488,"DNM1L/ATP9A/PREB/RASGRP1/LRPPRC/TCIRG1/TFG/CENPF/STARD3/COPS5/KIF3A/AP3S1/BORCS7/CLN3/TRAPPC6B/BBS5/UBXN2B/NOP9/DYNC1I1/UNC13D/FGF10/KIFAP3/ABRAXAS2/SYT11/SCRIB/DNM3/KIFBP/BLOC1S6/LAT/MEIOC/FHOD1/KIT/IRAG2/MAD2L1/MAP1B/MARK1/MYO5A/NEK2/OPA1/PAFAH1B1/PRKN/CHMP5/PKHD1/EXOC6/ZWILCH/SDAD1/BBS7/RHOT1/PPP6C/SYBU/MREG/ACTR10/FERRY3/CHMP1B/NECTIN2/RAB1A/RAB6A/RAN/KLHL12/DYNLT1/YWHAZ/KXD1/MLPH/TRAPPC13/STAM/ACTN4/FAM83D/SEH1L/ARL6/CUL3/PPFIA2/RAB11A/SYNJ1/CCNB1/WASL/CADPS2/CDC42",77
"GO:0031929","TOR signaling","35/2006","178/18986",0.196629213483146,1.86101806938734,3.96691487267595,0.000213553088908894,0.0203820669447144,0.0190226237264488,"AKT3/RRAGB/CTNS/GPR155/SLC38A9/SAMTOR/UBR1/EIF4EBP1/AKT1/MINAR1/SZT2/TIPRL/GBA1/RPS6KA6/GNA12/GPR137C/GSK3B/NLK/PKHD1/DDIT4/UBE2W/PRKAA2/PRKACB/STAMBPL1/ROS1/UBE2N/UBE3A/YWHAG/YWHAZ/WDR59/FAM83D/SEH1L/CUL3/GPAT3/LAMTOR3",35
"GO:0032401","establishment of melanosome localization","9/2006","22/18986",0.409090909090909,3.87188434695912,4.63249794948224,0.000222260255678578,0.0205396699771537,0.0191697149509243,"BBS5/BLOC1S6/MYO5A/BBS7/MREG/RAB1A/MLPH/ARL6/RAB11A",9
"GO:0051904","pigment granule transport","9/2006","22/18986",0.409090909090909,3.87188434695912,4.63249794948224,0.000222260255678578,0.0205396699771537,0.0191697149509243,"BBS5/BLOC1S6/MYO5A/BBS7/MREG/RAB1A/MLPH/ARL6/RAB11A",9
"GO:0007005","mitochondrion organization","72/2006","452/18986",0.15929203539823,1.50763638288674,3.75438927966112,0.000253070245530146,0.0230214838980705,0.0214859968326746,"AKT3/DNM1L/CERT1/SLC30A9/VAT1/CEBPA/MTX2/YME1L1/PPARGC1A/PRDX3/IMMT/COL6A1/SDHAF4/CIBAR1/FUNDC1/CXADR/TIMM8A/AKT1/ATAD3C/VPS13A/DDHD2/PUM2/GHITM/HTRA2/COX18/TMEM14A/NDUFAF4/SLC25A4/GSK3B/HSD17B10/MTX3/IGF1/MARCKS/MEF2A/NDUFA5/NDUFS1/OPA1/PRKN/CYRIB/GDAP1/TMEM70/RHOT1/NDUFAF7/MFN1/VPS35/AGK/TMEM126B/MFF/SDHAF3/PSMD10/SELENON/LYRM2/BAK1/NECTIN2/RAP1GDS1/SCO1/TMEM135/TMEM242/VDAC2/MAIP1/PTCD2/DDHD1/RCC1L/PYROXD2/IER3/WASF1/HIP1R/LYRM7/SLC25A46/ATPAF2/TOMM20/TOMM70",72
"GO:0007264","small GTPase-mediated signal transduction","77/2006","491/18986",0.156822810590631,1.48426614250934,3.73679787018266,0.000258457943264448,0.0231498791643941,0.0216058283907867,"CDH13/RASGRP1/FAM13A/ABI2/RAPGEF3/ARFGEF2/ARFGEF1/CDC42EP3/NCKAP1/RASSF1/CHM/CHML/CHP1/RAB39B/ARAP1/SSX2IP/ARHGEF19/DOCK3/DOK1/RAB12/DOK6/FGF10/ARHGAP26/PSD3/ARHGEF18/TIAM2/LAT/GNA12/NKIRAS2/NKIRAS1/SCAI/TAX1BP3/IGF1/ITPKB/KRAS/RHOA/MCF2/MET/KITLG/RAB9B/HACD3/CYRIB/PIK3CB/PLXNB1/RALGPS2/ARHGAP17/RHOT1/ARHGEF40/CDC42SE2/RGL3/RTN4/ALS2/ARHGAP22/RGL2/RALGDS/RASGRF1/RASGRF2/RRAS/SIPA1/ARHGAP28/ARHGEF5/RUFY1/SHOC2/RND2/LZTR1/ARHGAP24/CUL3/SYDE1/WASF1/KBTBD6/DIRAS3/SLIT2/ROCK2/ARHGAP32/RIPOR2/G3BP2/CDC42",77
