"analysis","k","estimate","SE","pval","ci_lb","ci_ub","I2","tau2"
"All proteomic datasets (incl. single-neuron)",3,-0.347984114157936,0.0973015700084078,0.000348429962141547,-0.538691687013618,-0.157276541302254,0,0
