"analysis","k","estimate","SE","pval","ci_lb","ci_ub","I2","tau2"
"Bulk tissue proteomics (AD vs Control)",2,-0.345116507083142,0.0980152094308517,0.000429840665836904,-0.537222787504762,-0.153010226661522,0,0
