dataset_id,region,log2FC,SE,p,I2,k
PXD007160_cingulate,cingulate,-0.222306678947304,0.0564595114976338,8.23510184143693e-05,57.5368269182773,5
PXD007160_frontal,frontal,-0.150689643340451,0.0974426693042004,0.121997344862569,50.2326066777029,5
